segment_id,image_path,throttle_t,brake_t,steer_t,speed_t,throttle_target,brake_target,steer_target,split
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000011.jpg,0.0,0.09420967102050781,-0.0144,29.47013888888889,0.0,0.06580734252929688,-0.018,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000012.jpg,0.0,0.07147407531738281,-0.0162,29.514583333333334,0.0,0.1328868865966797,-0.0178,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000013.jpg,0.0,0.03665351867675781,-0.0172,29.511111111111106,0.0,0.26421165466308594,-0.0174,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000014.jpg,0.0,0.15761375427246094,-0.0184,29.49791666666667,0.0,0.17891883850097656,-0.016800000000000002,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000015.jpg,0.0,0.1606006622314453,-0.019399999999999997,29.490277777777777,0.0,0.08240699768066406,-0.016800000000000002,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000016.jpg,0.0,0.062412261962890625,-0.020399999999999998,29.50208333333334,0.0,0.15393829345703125,-0.0166,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000017.jpg,0.0,0.06483268737792969,-0.0208,29.519444444444446,0.0,0.2460308074951172,-0.0162,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000018.jpg,0.0,0.21867942810058594,-0.021,29.53472222222222,0.0,0.16775131225585938,-0.0154,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000019.jpg,0.0,0.10402488708496094,-0.021,29.525694444444447,0.0,0.12007904052734375,-0.015,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000020.jpg,0.0,0.08038330078125,-0.021,29.509722222222223,0.0,0.134552001953125,-0.015,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000021.jpg,0.0,0.03336906433105469,-0.0206,29.526388888888896,0.0,0.14548110961914062,-0.0154,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000022.jpg,0.0,0.05800819396972656,-0.0198,29.513888888888893,0.0,0.12107086181640625,-0.0158,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000023.jpg,0.0,0.1307239532470703,-0.0192,29.50486111111111,0.0,0.1213531494140625,-0.0162,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000024.jpg,0.0,0.16193389892578125,-0.018600000000000002,29.47083333333334,0.0,0.13315391540527344,-0.0166,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000025.jpg,0.0,0.10600090026855469,-0.0182,29.488888888888894,0.0,0.091552734375,-0.016800000000000002,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000026.jpg,0.0,0.06703948974609375,-0.0182,29.47569444444445,0.0,0.07000541687011719,-0.0166,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000027.jpg,0.0,0.15831756591796875,-0.0182,29.45902777777778,0.0,0.034526824951171875,-0.0166,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000028.jpg,0.0,0.1257781982421875,-0.0182,29.47291666666667,0.0,0.07859420776367188,-0.016399999999999998,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000029.jpg,0.0,0.03624725341796875,-0.0182,29.433333333333334,0.0,0.14093399047851562,-0.016,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000030.jpg,0.0,0.16626358032226562,-0.0182,29.433333333333337,0.0,0.14444923400878906,-0.0152,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000031.jpg,0.0,0.06580734252929688,-0.018,29.43402777777778,0.0,0.044918060302734375,-0.0146,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000032.jpg,0.0,0.1328868865966797,-0.0178,29.41111111111111,0.0829213485121727,0.0,-0.014,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000033.jpg,0.0,0.26421165466308594,-0.0174,29.40902777777778,0.0,0.05993080139160156,-0.013800000000000002,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000034.jpg,0.0,0.17891883850097656,-0.016800000000000002,29.387500000000003,0.0,0.11314582824707031,-0.013800000000000002,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000035.jpg,0.0,0.08240699768066406,-0.016800000000000002,29.387500000000003,0.0,0.06316375732421875,-0.013800000000000002,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000036.jpg,0.0,0.15393829345703125,-0.0166,29.38125,0.0,0.12371253967285156,-0.014,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000037.jpg,0.0,0.2460308074951172,-0.0162,29.37986111111111,0.0,0.1828289031982422,-0.0144,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000038.jpg,0.0,0.16775131225585938,-0.0154,29.378472222222225,0.0,0.18515396118164062,-0.015,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000039.jpg,0.0,0.12007904052734375,-0.015,29.337500000000006,0.0,0.08498001098632812,-0.016,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000040.jpg,0.0,0.134552001953125,-0.015,29.360416666666666,0.0,0.093048095703125,-0.0166,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000041.jpg,0.0,0.14548110961914062,-0.0154,29.34027777777778,0.0,0.11384010314941406,-0.0166,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000042.jpg,0.0,0.12107086181640625,-0.0158,29.335416666666667,0.0,0.11976051330566406,-0.0166,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000043.jpg,0.0,0.1213531494140625,-0.0162,29.332638888888894,0.0,0.12981414794921875,-0.017,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000044.jpg,0.0,0.13315391540527344,-0.0166,29.354166666666668,0.0,0.15039825439453125,-0.0176,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000045.jpg,0.0,0.091552734375,-0.016800000000000002,29.34375,0.0,0.10779190063476562,-0.018,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000046.jpg,0.0,0.07000541687011719,-0.0166,29.34166666666667,0.0,0.1645183563232422,-0.018600000000000002,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000047.jpg,0.0,0.034526824951171875,-0.0166,29.34444444444445,0.0,0.2729015350341797,-0.019,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000048.jpg,0.0,0.07859420776367188,-0.016399999999999998,29.34583333333334,0.0,0.14943885803222656,-0.02,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000049.jpg,0.0,0.14093399047851562,-0.016,29.339583333333344,0.0,0.08523750305175781,-0.0206,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000050.jpg,0.0,0.14444923400878906,-0.0152,29.359027777777783,0.0,0.1312255859375,-0.0206,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000051.jpg,0.0,0.044918060302734375,-0.0146,29.340972222222227,0.0,0.123748779296875,-0.02,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000052.jpg,0.0829213485121727,0.0,-0.014,29.336111111111112,0.0,0.06668472290039062,-0.019399999999999997,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000053.jpg,0.0,0.05993080139160156,-0.013800000000000002,29.37430555555556,0.0,0.12499237060546875,-0.018600000000000002,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000054.jpg,0.0,0.11314582824707031,-0.013800000000000002,29.353472222222223,0.0,0.13265609741210938,-0.0178,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000055.jpg,0.0,0.06316375732421875,-0.013800000000000002,29.336805555555557,0.0,0.09487724304199219,-0.0176,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000056.jpg,0.0,0.12371253967285156,-0.014,29.369444444444444,0.0,0.1261768341064453,-0.0178,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000057.jpg,0.0,0.1828289031982422,-0.0144,29.365972222222226,0.0,0.17577743530273438,-0.0176,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000058.jpg,0.0,0.18515396118164062,-0.015,29.365972222222226,0.0,0.11276626586914062,-0.0172,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000059.jpg,0.0,0.08498001098632812,-0.016,29.39236111111112,0.0,0.10508155822753906,-0.016399999999999998,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000060.jpg,0.0,0.093048095703125,-0.0166,29.388194444444444,0.0,0.1296234130859375,-0.0156,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000061.jpg,0.0,0.11384010314941406,-0.0166,29.370833333333337,0.0,0.1389636993408203,-0.0148,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000062.jpg,0.0,0.11976051330566406,-0.0166,29.41041666666667,0.0,0.1354961395263672,-0.0144,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000063.jpg,0.0,0.12981414794921875,-0.017,29.403472222222227,0.0,0.12176322937011719,-0.0148,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000064.jpg,0.0,0.15039825439453125,-0.0176,29.40902777777778,0.0,0.11696624755859375,-0.0154,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000065.jpg,0.0,0.10779190063476562,-0.018,29.399305555555557,0.0,0.09945869445800781,-0.0158,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000066.jpg,0.0,0.1645183563232422,-0.018600000000000002,29.40833333333334,0.0,0.12865257263183594,-0.0166,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000067.jpg,0.0,0.2729015350341797,-0.019,29.4125,0.0,0.09352874755859375,-0.0178,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000068.jpg,0.0,0.14943885803222656,-0.02,29.41527777777778,0.0,0.13069534301757812,-0.0184,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000069.jpg,0.0,0.08523750305175781,-0.0206,29.40555555555556,0.0,0.14782333374023438,-0.0184,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000070.jpg,0.0,0.1312255859375,-0.0206,29.40277777777778,0.0,0.11617660522460938,-0.0184,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000071.jpg,0.0,0.123748779296875,-0.02,29.38125,0.0,0.0958099365234375,-0.0184,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000072.jpg,0.0,0.06668472290039062,-0.019399999999999997,29.397222222222222,0.0,0.13033103942871094,-0.0184,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000073.jpg,0.0,0.12499237060546875,-0.018600000000000002,29.388888888888893,0.0,0.1827068328857422,-0.0182,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000074.jpg,0.0,0.13265609741210938,-0.0178,29.379166666666663,0.0,0.11714553833007812,-0.0178,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000075.jpg,0.0,0.09487724304199219,-0.0176,29.39305555555556,0.0,0.1412200927734375,-0.0172,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000076.jpg,0.0,0.1261768341064453,-0.0178,29.370833333333337,0.0,0.1130523681640625,-0.0166,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000077.jpg,0.0,0.17577743530273438,-0.0176,29.369444444444444,0.0,0.12014007568359375,-0.0158,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000078.jpg,0.0,0.11276626586914062,-0.0172,29.37777777777778,0.0,0.11312484741210938,-0.0152,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000079.jpg,0.0,0.10508155822753906,-0.016399999999999998,29.367361111111116,0.0,0.12142753601074219,-0.015,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000080.jpg,0.0,0.1296234130859375,-0.0156,29.361805555555556,0.0,0.10149574279785156,-0.0152,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000081.jpg,0.0,0.1389636993408203,-0.0148,29.367361111111112,0.0,0.09882926940917969,-0.0156,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000082.jpg,0.0,0.1354961395263672,-0.0144,29.364583333333336,0.0,0.09312629699707031,-0.0158,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000083.jpg,0.0,0.12176322937011719,-0.0148,29.34791666666667,0.0,0.06664848327636719,-0.016,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000084.jpg,0.0,0.11696624755859375,-0.0154,29.355555555555558,0.0,0.09685707092285156,-0.016399999999999998,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000085.jpg,0.0,0.09945869445800781,-0.0158,29.34236111111111,0.0,0.11905097961425781,-0.0166,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000086.jpg,0.0,0.12865257263183594,-0.0166,29.342361111111114,0.0,0.08706283569335938,-0.016800000000000002,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000087.jpg,0.0,0.09352874755859375,-0.0178,29.34861111111111,0.0,0.08904266357421875,-0.017,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000088.jpg,0.0,0.13069534301757812,-0.0184,29.329861111111114,0.0,0.0985565185546875,-0.0174,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000089.jpg,0.0,0.14782333374023438,-0.0184,29.304166666666667,0.0,0.11674880981445312,-0.0178,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000090.jpg,0.0,0.11617660522460938,-0.0184,29.323611111111113,0.0,0.0994720458984375,-0.0184,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000091.jpg,0.0,0.0958099365234375,-0.0184,29.31319444444445,0.0,0.16284942626953125,-0.018600000000000002,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000092.jpg,0.0,0.13033103942871094,-0.0184,29.31944444444445,0.0,0.10631179809570312,-0.018600000000000002,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000093.jpg,0.0,0.1827068328857422,-0.0182,29.311111111111117,0.0,0.11068153381347656,-0.0184,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000094.jpg,0.0,0.11714553833007812,-0.0178,29.32152777777778,0.0,0.11709785461425781,-0.018,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000095.jpg,0.0,0.1412200927734375,-0.0172,29.31666666666667,0.0,0.10760879516601562,-0.0178,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000096.jpg,0.0,0.1130523681640625,-0.0166,29.331944444444446,0.0,0.11945533752441406,-0.0172,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000097.jpg,0.0,0.12014007568359375,-0.0158,29.327083333333334,0.0,0.2032623291015625,-0.016800000000000002,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000098.jpg,0.0,0.11312484741210938,-0.0152,29.344444444444445,0.0,0.13827133178710938,-0.0166,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000099.jpg,0.0,0.12142753601074219,-0.015,29.34027777777778,0.0,0.1324443817138672,-0.0166,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000100.jpg,0.0,0.10149574279785156,-0.0152,29.37152777777778,0.0,0.12454414367675781,-0.0166,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000101.jpg,0.0,0.09882926940917969,-0.0156,29.367361111111112,0.0,0.13632965087890625,-0.0166,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000102.jpg,0.0,0.09312629699707031,-0.0158,29.35625,0.0,0.14529991149902344,-0.017,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000103.jpg,0.0,0.06664848327636719,-0.016,29.37152777777778,0.0,0.10681343078613281,-0.017,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000104.jpg,0.0,0.09685707092285156,-0.016399999999999998,29.37777777777778,0.0,0.13077545166015625,-0.0172,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000105.jpg,0.0,0.11905097961425781,-0.0166,29.381944444444446,0.0,0.13054466247558594,-0.0174,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000106.jpg,0.0,0.08706283569335938,-0.016800000000000002,29.413194444444446,0.0,0.09241676330566406,-0.0174,dev
Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10,Chunk_1_b0c9d2329ad1606b_2018-07-30--13-44-30_10\frame_000107.jpg,0.0,0.08904266357421875,-0.017,29.394444444444446,0.0,0.06879615783691406,-0.0174,dev
